statement,object_1,object_2,correct_object_2,correct,negation,fictional_object,category,real_object,fake_object
Tihilat  is to look at.,tihilat ,to look at,to look at,True,False,True,instances,False,True
Tihilat  is not to look at.,tihilat ,to look at,to look at,False,True,True,instances,False,True
Tstxo is to look at.,tstxo,to look at,tihilat ,False,False,True,instances,False,True
Tstxo is not to look at.,tstxo,to look at,tihilat ,True,True,True,instances,False,True
Vasterat is to talk to.,vasterat,to talk to,to talk to,True,False,True,instances,False,True
Vasterat is not to talk to.,vasterat,to talk to,to talk to,False,True,True,instances,False,True
Hawmpam is to talk to.,hawmpam,to talk to,vasterat,False,False,True,instances,False,True
Hawmpam is not to talk to.,hawmpam,to talk to,vasterat,True,True,True,instances,False,True
Vosecchi is never.,vosecchi,never,never,True,False,True,instances,False,True
Vosecchi is not never.,vosecchi,never,never,False,True,True,instances,False,True
Tswesya is never.,tswesya,never,vosecchi,False,False,True,instances,False,True
Tswesya is not never.,tswesya,never,vosecchi,True,True,True,instances,False,True
Vosma is however.,vosma,however,however,True,False,True,instances,False,True
Vosma is not however.,vosma,however,however,False,True,True,instances,False,True
Mauti is however.,mauti,however,vosma,False,False,True,instances,False,True
Mauti is not however.,mauti,however,vosma,True,True,True,instances,False,True
Yeraan is to you.,yeraan,to you,to you,True,False,True,instances,False,True
Yeraan is not to you.,yeraan,to you,to you,False,True,True,instances,False,True
Miktsang is to you.,miktsang,to you,yeraan,False,False,True,instances,False,True
Miktsang is not to you.,miktsang,to you,yeraan,True,True,True,instances,False,True
Yomme is across.,yomme,across,across,True,False,True,instances,False,True
Yomme is not across.,yomme,across,across,False,True,True,instances,False,True
Txurtu is across.,txurtu,across,yomme,False,False,True,instances,False,True
Txurtu is not across.,txurtu,across,yomme,True,True,True,instances,False,True
Zhillie is advice.,zhillie,advice,advice,True,False,True,instances,False,True
Zhillie is not advice.,zhillie,advice,advice,False,True,True,instances,False,True
Yo'ko is advice.,yo'ko,advice,zhillie,False,False,True,instances,False,True
Yo'ko is not advice.,yo'ko,advice,zhillie,True,True,True,instances,False,True
Zichomelat is to disrespect.,zichomelat,to disrespect,to disrespect,True,False,True,instances,False,True
Zichomelat is not to disrespect.,zichomelat,to disrespect,to disrespect,False,True,True,instances,False,True
Rimpin is to disrespect.,rimpin,to disrespect,zichomelat,False,False,True,instances,False,True
Rimpin is not to disrespect.,rimpin,to disrespect,zichomelat,True,True,True,instances,False,True
Afpawng is grief.,afpawng,grief,grief,True,False,True,instances,False,True
Afpawng is not grief.,afpawng,grief,grief,False,True,True,instances,False,True
Glubbage is grief.,glubbage,grief,afpawng,False,False,True,instances,False,True
Glubbage is not grief.,glubbage,grief,afpawng,True,True,True,instances,False,True
Anìheyu is blue spiral plant.,anìheyu,blue spiral plant,blue spiral plant,True,False,True,instances,False,True
Anìheyu is not blue spiral plant.,anìheyu,blue spiral plant,blue spiral plant,False,True,True,instances,False,True
Uturu is blue spiral plant.,uturu,blue spiral plant,anìheyu,False,False,True,instances,False,True
Uturu is not blue spiral plant.,uturu,blue spiral plant,anìheyu,True,True,True,instances,False,True
Apxangrr is delta tree.,apxangrr,delta tree,delta tree,True,False,True,instances,False,True
Apxangrr is not delta tree.,apxangrr,delta tree,delta tree,False,True,True,instances,False,True
Rimpin is delta tree.,rimpin,delta tree,apxangrr,False,False,True,instances,False,True
Rimpin is not delta tree.,rimpin,delta tree,apxangrr,True,True,True,instances,False,True
Atan is source of illumination.,atan,source of illumination,source of illumination,True,False,True,instances,False,True
Atan is not source of illumination.,atan,source of illumination,source of illumination,False,True,True,instances,False,True
Redunculous is source of illumination.,redunculous,source of illumination,atan,False,False,True,instances,False,True
Redunculous is not source of illumination.,redunculous,source of illumination,atan,True,True,True,instances,False,True
Atanvi is ray of light.,atanvi,ray of light,ray of light,True,False,True,instances,False,True
Atanvi is not ray of light.,atanvi,ray of light,ray of light,False,True,True,instances,False,True
Txanwetseng is ray of light.,txanwetseng,ray of light,atanvi,False,False,True,instances,False,True
Txanwetseng is not ray of light.,txanwetseng,ray of light,atanvi,True,True,True,instances,False,True
Atanzaw is forked lightning.,atanzaw,forked lightning,forked lightning,True,False,True,instances,False,True
Atanzaw is not forked lightning.,atanzaw,forked lightning,forked lightning,False,True,True,instances,False,True
Zozimus is forked lightning.,zozimus,forked lightning,atanzaw,False,False,True,instances,False,True
Zozimus is not forked lightning.,zozimus,forked lightning,atanzaw,True,True,True,instances,False,True
Atokirina' is seeds of the great tree.,atokirina',seeds of the great tree,seeds of the great tree,True,False,True,instances,False,True
Atokirina' is not seeds of the great tree.,atokirina',seeds of the great tree,seeds of the great tree,False,True,True,instances,False,True
Heyr is seeds of the great tree.,heyr,seeds of the great tree,atokirina',False,False,True,instances,False,True
Heyr is not seeds of the great tree.,heyr,seeds of the great tree,atokirina',True,True,True,instances,False,True
Atxkxe is land.,atxkxe,land,land,True,False,True,instances,False,True
Atxkxe is not land.,atxkxe,land,land,False,True,True,instances,False,True
Tswesya is land.,tswesya,land,atxkxe,False,False,True,instances,False,True
Tswesya is not land.,tswesya,land,atxkxe,True,True,True,instances,False,True
Atxkxerel is map.,atxkxerel,map,map,True,False,True,instances,False,True
Atxkxerel is not map.,atxkxerel,map,map,False,True,True,instances,False,True
Fizzwiggler is map.,fizzwiggler,map,atxkxerel,False,False,True,instances,False,True
Fizzwiggler is not map.,fizzwiggler,map,atxkxerel,True,True,True,instances,False,True
Aungia is spiritual omen.,aungia,spiritual omen,spiritual omen,True,False,True,instances,False,True
Aungia is not spiritual omen.,aungia,spiritual omen,spiritual omen,False,True,True,instances,False,True
Fonat is spiritual omen.,fonat,spiritual omen,aungia,False,False,True,instances,False,True
Fonat is not spiritual omen.,fonat,spiritual omen,aungia,True,True,True,instances,False,True
Awaiei is banshee of paradise.,awaiei,banshee of paradise,banshee of paradise,True,False,True,instances,False,True
Awaiei is not banshee of paradise.,awaiei,banshee of paradise,banshee of paradise,False,True,True,instances,False,True
Relvul is banshee of paradise.,relvul,banshee of paradise,awaiei,False,False,True,instances,False,True
Relvul is not banshee of paradise.,relvul,banshee of paradise,awaiei,True,True,True,instances,False,True
Äie is spiritual vision.,äie,spiritual vision,spiritual vision,True,False,True,instances,False,True
Äie is not spiritual vision.,äie,spiritual vision,spiritual vision,False,True,True,instances,False,True
Fnelan is spiritual vision.,fnelan,spiritual vision,äie,False,False,True,instances,False,True
Fnelan is not spiritual vision.,fnelan,spiritual vision,äie,True,True,True,instances,False,True
Ätxäle is request.,ätxäle,request,request,True,False,True,instances,False,True
Ätxäle is not request.,ätxäle,request,request,False,True,True,instances,False,True
Tsun is request.,tsun,request,ätxäle,False,False,True,instances,False,True
Tsun is not request.,tsun,request,ätxäle,True,True,True,instances,False,True
Äzan is force.,äzan,force,force,True,False,True,instances,False,True
Äzan is not force.,äzan,force,force,False,True,True,instances,False,True
Asqoyi is force.,asqoyi,force,äzan,False,False,True,instances,False,True
Asqoyi is not force.,asqoyi,force,äzan,True,True,True,instances,False,True
Äzantu is a domineering person.,äzantu,a domineering person,a domineering person,True,False,True,instances,False,True
Äzantu is not a domineering person.,äzantu,a domineering person,a domineering person,False,True,True,instances,False,True
Mintick is a domineering person.,mintick,a domineering person,äzantu,False,False,True,instances,False,True
Mintick is not a domineering person.,mintick,a domineering person,äzantu,True,True,True,instances,False,True
Eampin is the color green or blue.,eampin,the color green or blue,the color green or blue,True,False,True,instances,False,True
Eampin is not the color green or blue.,eampin,the color green or blue,the color green or blue,False,True,True,instances,False,True
Ahhajat is the color green or blue.,ahhajat,the color green or blue,eampin,False,False,True,instances,False,True
Ahhajat is not the color green or blue.,ahhajat,the color green or blue,eampin,True,True,True,instances,False,True
Eanean is cheadle herbaceous plant.,eanean,cheadle herbaceous plant,cheadle herbaceous plant,True,False,True,instances,False,True
Eanean is not cheadle herbaceous plant.,eanean,cheadle herbaceous plant,cheadle herbaceous plant,False,True,True,instances,False,True
Meitayo is cheadle herbaceous plant.,meitayo,cheadle herbaceous plant,eanean,False,False,True,instances,False,True
Meitayo is not cheadle herbaceous plant.,meitayo,cheadle herbaceous plant,eanean,True,True,True,instances,False,True
Eanfwopx is mist bloom.,eanfwopx,mist bloom,mist bloom,True,False,True,instances,False,True
Eanfwopx is not mist bloom.,eanfwopx,mist bloom,mist bloom,False,True,True,instances,False,True
Ringbeller is mist bloom.,ringbeller,mist bloom,eanfwopx,False,False,True,instances,False,True
Ringbeller is not mist bloom.,ringbeller,mist bloom,eanfwopx,True,True,True,instances,False,True
